"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"BIOSTATISTICS & MED INFORM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","",""
"Intro to Biostat Mthd-Pub Hlth","511
001","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biostatistics","541
001","","30","3.596","50.0","13.3","13.3","10.0",".",".",".","13.3",".",".",".",".",".",".",".","."
"Intro to Clinical Trials II","544
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Biostats for Pop Hlth","551
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576
001","","9","3.500","11.1","77.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computn&Informatcs in Biol&Med","915
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"B M I
210","Dept. Total","","82","3.750","64.6","14.6","9.8","3.7",".",".",".","7.3",".",".",".",".",".",".",".","."
