"","020
990","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","023
990","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","031
990","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","26","",".",".",".",".",".",".",".","80.8","",".",".",".","15.4",".",".","3.8","."
"FRENCH
400","Dept. Total","1492","3.513","42.5","31.2","16.2","3.6","1.8","0.5","0.6","3.1","",".",".",".","0.3","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","418","3.509","35.4","40.2","18.9","4.1","1.0",".","0.5",".","",".",".",".",".",".",".",".","."
"Sophomore","","290","3.509","39.7","35.5","18.3","4.5","1.7",".","0.3",".","",".",".",".",".",".",".",".","."
"Junior","","280","3.358","37.9","30.0","18.2","5.4","4.3","1.1","1.8","1.1","",".",".",".",".",".",".","0.4","."
"Senior","","296","3.513","45.6","28.0","17.2","2.7","2.0","1.4","0.3","2.4","",".",".",".",".",".",".","0.3","."
"Undergraduates","","1284","3.479","39.3","34.1","18.2","4.1","2.1","0.5","0.7","0.8","",".",".",".",".",".",".","0.2","."
"Special","","16","3.404","31.3","31.3","12.5",".",".","6.3",".","18.8","",".",".",".",".",".",".",".","."
"Graduate","","190","3.878","64.7","12.1","2.6",".",".",".",".","17.4","",".",".",".","2.1","0.5",".","0.5","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","1492","3.513","42.5","31.2","16.2","3.6","1.8","0.5","0.6","3.1","",".",".",".","0.3","0.1",".","0.2","."
