"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","392","3.765","75.5","13.3","6.1","1.8","1.5","0.3","0.3","0.5","",".",".",".","",".","",".",".","0.3","0.5"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","113","3.674","68.1","18.6","7.1","1.8","2.7","0.9","0.9",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","106","3.860","86.8","3.8","4.7","0.9","1.9",".",".",".","",".",".",".","",".","",".",".",".","1.9"
"Junior","","68","3.746","70.6","17.6","5.9","2.9","1.5",".",".","1.5","",".",".",".","",".","",".",".",".","."
"Senior","","97","3.753","75.3","15.5","7.2","2.1",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","384","3.761","75.5","13.5","6.3","1.8","1.6","0.3","0.3","0.3","",".",".",".","",".","",".",".",".","0.5"
"Special","","8","4.000","75.0",".",".",".",".",".",".","12.5","",".",".",".","",".","",".",".","12.5","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","393","3.765","75.6","13.2","6.1","1.8","1.5","0.3","0.3","0.5","",".",".",".","",".","",".",".","0.3","0.5"
