"L&S","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","",""
"","101","001","373","2.901","14.7","19.8","25.2","15.5","22.5","2.1",".",".",".",".",".",".",".",".",".","."
"","101","002","371","2.908","14.3","20.8","25.3","14.3","23.2","1.3","0.3","0.5",".",".",".",".",".",".",".","."
"","101","003","356","2.882","16.6","21.9","23.9","14.0","14.9","7.9","0.6","0.3",".",".",".",".",".",".",".","."
"","101","004","392","2.868","18.1","18.9","21.2","18.1","18.1","1.8","3.3","0.5",".",".",".",".",".",".",".","."
"Principles-Microeconomics","","Course Total","1492","2.889","16.0","20.3","23.9","15.5","19.7","3.2","1.1","0.3",".",".",".",".",".",".",".","."
"","102","001","311","3.096","12.9","29.3","30.5","18.0","7.7","0.6",".","1.0",".",".",".",".",".",".",".","."
"","102","002","313","2.809","15.0","19.5","20.1","17.9","21.1","4.5","1.6",".",".",".",".",".",".",".",".","0.3"
"Principles-Macroeconomics","","Course Total","624","2.952","13.9","24.4","25.3","17.9","14.4","2.6","0.8","0.5",".",".",".",".",".",".",".","0.2"
"Prin/Econ-Accelratd Treatmt","111","001","30","3.267","30.0","20.0","36.7","6.7","3.3","3.3",".",".",".",".",".",".",".",".",".","."
"","300","001","19","2.694",".","26.3","26.3","10.5","26.3","5.3",".","5.3",".",".",".",".",".",".",".","."
"","300","002","16","2.813","12.5","18.8","31.3","18.8","6.3","12.5",".",".",".",".",".",".",".",".",".","."
"Introduction to Finance","","Course Total","35","2.750","5.7","22.9","28.6","14.3","17.1","8.6",".","2.9",".",".",".",".",".",".",".","."
"","301","001","119","2.833","16.0","17.6","23.5","16.8","16.0","8.4",".","0.8",".",".",".",".",".",".",".","0.8"
"","301","002","116","2.809","16.4","14.7","22.4","23.3","13.8","8.6",".","0.9",".",".",".",".",".",".",".","."
"Intmed Microeconomic Theory","","Course Total","235","2.821","16.2","16.2","23.0","20.0","14.9","8.5",".","0.9",".",".",".",".",".",".",".","0.4"
"","302","001","119","3.068","20.2","21.0","22.7","22.7","12.6",".",".",".",".",".",".",".",".",".",".","0.8"
"","302","002","118","3.051","22.9","24.6","16.9","17.8","14.4","3.4",".",".",".",".",".",".",".",".",".","."
"Intmed Macroeconomic Theory","","Course Total","237","3.059","21.5","22.8","19.8","20.3","13.5","1.7",".",".",".",".",".",".",".",".",".","0.4"
"The Real Estate Process","306","001","68","2.654","5.9","10.3","30.9","23.5","17.6","7.4",".","2.9",".",".",".",".",".","1.5",".","."
"Stats:Measrmnt in Economics","310","001","88","3.193","26.1","25.0","31.8","6.8","4.5","5.7",".",".",".",".",".",".",".",".",".","."
"Intmed Microecon-Adv Treatment","311","001","32","3.517","43.8","15.6","31.3",".","3.1",".",".","3.1",".",".",".",".",".","3.1",".","."
"Investment Theory","320","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
