"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
011","13","3.269","15.4","30.8","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","012
344","16","3.313","31.3","12.5","43.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","013
344","15","3.200","20.0","26.7","33.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","014
344","16","3.188","18.8","25.0","31.3","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","015
344","18","3.389","27.8","38.9","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","016
344","14","3.357","21.4","35.7","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","017
344","17","3.235","23.5","17.6","47.1","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","018
344","14","3.286","21.4","21.4","50.0","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","019
344","13","3.308","30.8","15.4","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","020
344","14","3.250","21.4","21.4","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","021
344","14","3.250","14.3","42.9","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","022
344","13","3.192","15.4","23.1","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","023
344","13","3.308","15.4","46.2","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","024
344","12","3.125","16.7","16.7","50.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","025
344","14","3.214","14.3","35.7","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","356","3.267","23.6","28.1","32.0","12.9","2.5","0.6","0.3",".",".",".",".",".",".",".",".","."
"","345
001","203","2.369","17.7",".","31.5",".","29.6","12.3","8.9",".",".",".",".",".",".",".",".","."
"","002
345","170","2.888","28.8","8.8","25.9","7.6","20.6","4.7","3.5",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","373","2.606","22.8","4.0","29.0","3.5","25.5","8.8","6.4",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","346
002","8","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","41","2.951","14.6","14.6","34.1","19.5","17.1",".",".",".",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","18","3.250","33.3","16.7","22.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","28","3.241","25.0","39.3","14.3","7.1","7.1",".","3.6",".",".",".",".",".",".",".","3.6","."
"Physical Chemistry","001
561","42","2.821","16.7","11.9","31.0","9.5","26.2","4.8",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","41","2.793","19.5","19.5","22.0","12.2","14.6","7.3","4.9",".",".",".",".",".",".",".",".","."
"","563
001","15","3.000","13.3","26.7","40.0","13.3",".",".","6.7",".",".",".",".",".",".",".",".","."
"","003
563","16","3.094","43.8","31.3","6.3",".",".","6.3","12.5",".",".",".",".",".",".",".",".","."
"","004
563","15","3.233","33.3","46.7","6.7",".",".","6.7","6.7",".",".",".",".",".",".",".",".","."
"","006
563","15","3.533","66.7","20.0",".","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"","010
563","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","62","3.206","38.7","30.6","14.5","4.8",".","3.2","8.1",".",".",".",".",".",".",".",".","."
"","564
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
564","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","004
564","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","006
564","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","10","3.500","40.0","20.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","001
565","96","3.042","38.5","3.1","27.1","7.3","17.7","4.2","2.1",".",".",".",".",".",".",".",".","."
"","567
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
567","8","3.000","37.5","25.0","12.5",".","12.5",".","12.5",".",".",".",".",".",".",".",".","."
"Physical Chemistry Laboratory","Course Total","13","2.923","38.5","15.4","23.1",".","7.7",".","15.4",".",".",".",".",".",".",".",".","."
"Symmtry/Bondng/Molec Shapes","608
001","12","3.591","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Instrumental Analysis","621
001","16","3.508","50.0","18.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Analysis","622
001","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 174 of 410",""
