"Information Radio","360
003","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Integrated Marktng Communicatn","435
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Publications Editing","505
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Print&Electronic Media Dsgn","530
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM COM
464","Dept. Total","","16","3.688","62.5","25.0","6.3","",".","6.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","2","4.000","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","3.667","33.3","66.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","10","3.600","60.0","20.0","10.0","",".","10.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","16","3.688","62.5","25.0","6.3","",".","6.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","16","3.688","62.5","25.0","6.3","",".","6.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
