"","028
990","3","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","030
990","2","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","032
990","2","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Research and Thesis","Course Total","16","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"WL ECOL
960","Dept. Total","464","3.057","32.5","14.2","17.2","11.4","13.1","5.4","2.2","3.4","",".",".",".","",".","",".","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","2.805","38.2","18.2","10.9","12.7","12.7","5.5","1.8",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","52","2.767","25.0","15.4","19.2","13.5","17.3","7.7","1.9",".","",".",".",".","",".","",".",".",".","."
"Junior","","125","2.996","34.4","14.4","14.4","12.8","17.6","4.8","1.6",".","",".",".",".","",".","",".",".",".","."
"Senior","","221","3.126","37.6","12.7","20.4","9.5","10.9","5.4","2.7",".","",".",".",".","",".","",".","0.5","0.5","."
"Undergraduates","","453","3.031","35.3","14.1","17.4","11.3","13.7","5.5","2.2",".","",".",".",".","",".","",".","0.2","0.2","."
"Special","","2","3.167",".","50.0","50.0",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Graduate","","38","3.675","44.7","2.6","5.3","5.3",".",".",".","42.1","",".",".",".","",".","",".",".",".","."
"","Dept. Total","493","3.057","35.9","13.4","16.6","10.8","12.6","5.1","2.0","3.2","",".",".",".","",".","",".","0.2","0.2","."
