"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2674","3.527","53.5","18.8","15.3","5.6","2.8","1.0","0.7","1.9","",".","0.2",".","",".","0.1",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","88","3.412","45.5","22.7","22.7","2.3","2.3","1.1","3.4",".","",".",".",".","",".",".",".",".","."
"Sophomore","","313","3.417","44.7","19.8","21.1","9.9","2.9","1.6",".",".","",".",".",".","",".",".",".",".","."
"Junior","","743","3.459","50.5","21.3","15.1","7.5","3.4","0.8","1.3",".","",".","0.1",".","",".",".",".",".","."
"Senior","","1359","3.575","57.9","17.4","15.0","4.4","2.9","1.2","0.4","0.4","",".","0.4",".","",".","0.1",".",".","."
"Undergraduates","","2503","3.516","53.6","19.0","16.1","6.0","3.0","1.1","0.7","0.2","",".","0.2",".","",".","0.1",".",".","."
"Special","","19","3.559","57.9","26.3","5.3",".",".",".","5.3","5.3","",".",".",".","",".",".",".",".","."
"Graduate","","150","3.825","51.3","13.3","4.0",".","0.7",".",".","29.3","",".",".",".","",".","0.7",".","0.7","."
"Prof Yr 1","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"","College Total","2674","3.527","53.5","18.8","15.3","5.6","2.8","1.0","0.7","1.9","",".","0.2",".","",".","0.1",".","0.0","."
