"Lit Search Strategies&Analysis","739
001","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Biochm Genetics for Counselors","744
001","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Pract-Genetic Counselng","813
005","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","990
048","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MD GENET
616","Dept. Total","130","3.894","80.8","10.8","3.1","2.3","",".","",".","",".","3.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.000",".",".","100.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","38","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","41","3.859","90.2",".","2.4","7.3","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","84","3.928","94.0",".","2.4","3.6","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","46","3.793","56.5","30.4","4.3",".","",".","",".","",".","8.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","130","3.894","80.8","10.8","3.1","2.3","",".","",".","",".","3.1","",".",".","",".","",".","",".",".",".","."
