"","001
775","5","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","002
775","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","003
775","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Externship","Course Total","7","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"COMP BIO
934","Dept. Total","343","3.196","31.2","17.8","30.3","8.7","9.0","0.6","0.3","2.0","",".",".",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","6","3.923","83.3","16.7",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","9","3.895","77.8","22.2",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Graduate","","3","2.667",".",".","66.7",".","33.3",".",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","324","3.191","30.9","18.2","31.5","9.3","9.3","0.6","0.3",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","7","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"Professionals","","331","3.191","30.2","17.8","30.8","9.1","9.1","0.6","0.3","2.1","",".",".",".","",".","",".",".",".","."
"","Dept. Total","343","3.196","31.2","17.8","30.3","8.7","9.0","0.6","0.3","2.0","",".",".",".","",".","",".",".",".","."
