"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","10389","3.330","37.3","19.4","17.1","8.2","5.0","1.3","0.7","8.3","0.1","0.9",".","1.2","0.2","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","730","3.577","52.9","24.4","14.4","4.4","1.9","0.5","0.8","0.4",".","0.1",".",".","0.1",".",".","."
"Sophomore","","1046","3.073","26.9","17.5","22.5","15.5","7.2","1.8","1.2","6.9",".","0.4",".",".","0.2",".",".","."
"Junior","","2005","3.135","29.8","22.1","22.3","11.7","7.8","2.0","1.3","2.0",".","0.6",".",".",".","0.0",".","0.2"
"Senior","","3886","3.287","38.2","22.2","19.8","9.3","6.4","1.7","0.7","0.2",".","1.3",".",".","0.0","0.1","0.0","0.1"
"Undergraduates","","7667","3.246","35.9","21.7","20.3","10.3","6.4","1.7","0.9","1.6",".","0.9",".",".","0.1","0.1","0.0","0.1"
"Special","","168","3.243","39.3","11.3","14.3","8.3","7.7","3.6","0.6","7.1",".","1.8",".",".","5.4",".","0.6","."
"Graduate","","2686","3.698","40.8","12.5","7.1","1.6","0.6","0.0","0.1","27.2","0.2","4.2",".","4.8","0.3","0.1","0.4","0.0"
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","College Total","10523","3.330","37.2","19.2","16.8","8.1","4.9","1.3","0.7","8.2","0.1","1.8",".","1.2","0.2","0.1","0.1","0.1"
