"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Art/Sci of Human Flourishing","120
001","201","3.709","63.2","27.9","2.5","2.5","3.0","1.0",".",".",".",".",".",".",".",".",".","."
"Hum Sexuality-Soc,Psych Iss","160
001","69","3.087","20.3","27.5","27.5","10.1","10.1","2.9","1.4",".",".",".",".",".",".",".",".","."
"","202
001","309","2.984","25.9","18.1","21.7","13.6","10.7","7.1","1.6",".",".",".",".",".","0.3",".","1.0","."
"","202
002","250","2.886","20.8","22.4","22.4","13.2","8.0","9.6","3.2",".",".",".",".",".",".",".","0.4","."
"","202
003","276","3.266","42.4","18.1","15.2","12.0","7.6","2.9","1.8",".",".",".",".",".",".",".",".","."
"","202
004","249","3.261","41.8","20.1","13.7","12.0","6.8","4.0","1.6",".",".",".",".",".",".",".",".","."
"","202
005","137","3.175","42.3","13.1","13.9","13.1","10.2","7.3",".",".",".",".",".",".",".",".",".","."
"","202
006","340","3.686","75.0","10.6","2.1","2.6","1.2","1.2","3.2",".",".",".",".",".",".","4.1",".","."
"","202
007","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1585","3.243","43.3","17.0","14.2","10.4","6.9","4.9","2.1",".",".",".",".",".","0.1","0.9","0.3","."
"","210
001","63","3.254","38.1","22.2","15.9","12.7","6.3","3.2","1.6",".",".",".",".",".",".",".",".","."
"","210
002","68","3.096","36.8","8.8","29.4","4.4","13.2","5.9","1.5",".",".",".",".",".",".",".",".","."
"","210
003","64","2.945","32.8","7.8","21.9","12.5","15.6","7.8","1.6",".",".",".",".",".",".",".",".","."
"","210
004","66","3.015","39.4","7.6","19.7","7.6","13.6","12.1",".",".",".",".",".",".",".",".",".","."
"","210
005","64","3.250","46.9","12.5","10.9","18.8","3.1","7.8",".",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","325","3.111","38.8","11.7","19.7","11.1","10.5","7.4","0.9",".",".",".",".",".",".",".",".","."
"Social Science Topics in Psych","212
001","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","225
001","66","3.318","34.8","30.3","15.2","9.1","7.6","3.0",".",".",".",".",".",".",".",".",".","."
"","225
002","67","3.306","28.4","40.3","14.9","9.0","3.0","3.0","1.5",".",".",".",".",".",".",".",".","."
"","225
003","67","3.485","52.2","31.3","6.0","3.0","1.5","1.5","4.5",".",".",".",".",".",".",".",".","."
"","225
004","68","3.404","44.1","23.5","20.6","7.4",".","1.5","2.9",".",".",".",".",".",".",".",".","."
"Research Methods","Course Total","268","3.379","39.9","31.3","14.2","7.1","3.0","2.2","2.2",".",".",".",".",".",".",".",".","."
"Issues in Psychology","311
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","42","3.917","88.1","7.1","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior Honors Seminar","380
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology Law & Social Policy","401
001","195","3.172","30.8","21.0","25.1","11.3","5.6","5.6","0.5",".",".",".",".",".",".",".",".","."
"Adult Psychopathology","405
001","376","3.106","18.1","31.9","24.5","13.0","8.0","2.9","1.1",".",".",".",".",".","0.5",".",".","."
"","414
001","292","2.930","22.9","15.4","28.4","15.1","8.9","6.5","2.7",".",".",".",".",".",".",".",".","."
"","414
002","12","3.542","58.3","8.3","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Cognitive Psychology","Course Total","304","2.962","24.3","15.1","28.3","14.5","8.9","6.3","2.6",".",".",".",".",".",".",".",".","."
"","449
001","138","3.301","25.4","41.3","16.7","7.2","6.5","2.9",".",".",".",".",".",".",".",".",".","."
"","449
002","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Behavior","Course Total","153","3.368","29.4","40.5","15.0","6.5","5.9","2.6",".",".",".",".",".",".",".",".",".","."
"","456
001","169","3.299","36.7","21.3","21.3","12.4","5.3","3.0",".",".",".",".",".",".",".",".",".","."
"","456
002","15","3.533","40.0","26.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Psychology","Course Total","184","3.324","37.0","21.7","22.3","11.4","4.9","2.7",".",".",".",".",".",".",".",".",".","."
"","460
001","158","3.845","82.3","7.0","8.2","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"","460
002","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Child Development","Course Total","173","3.855","83.2","6.4","8.1","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Cognition","515
001","78","3.372","46.2","17.9","16.7","7.7","9.0","2.6",".",".",".",".",".",".",".",".",".","."
"Neurobiology","523
001","110","3.050","21.8","23.6","29.1","10.0","7.3","8.2",".",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","Page 335 of 481",""
