"EGR","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENGINEERING PHYSICS","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Engr Problem Solving I","271
001","","17","3.324","5.9","58.8","29.4","5.9","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"","418
002","","13","4.000","92.3",".",".",".","",".","",".","",".","7.7",".","",".",".","",".","","",".",".",".","."
"","418
003","","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Sust Energy Challengs & Solutn","Course Total","","14","4.000","92.9",".",".",".","",".","",".","",".","7.1","",".",".","",".","",".","",".",".",".","."
"","468
001","","14","3.857","78.6","14.3","7.1",".","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"","468
002","","13","3.962","92.3","7.7",".",".","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Intro to Engineering Research","Course Total","","27","3.907","85.2","11.1","3.7",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Research Proposal-Engr Physics","469
001","","6","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Engineering Analysis I","547
001","","13","3.500","23.1","46.2","23.1",".","",".","",".","",".","7.7",".","",".",".","",".","","",".",".",".","."
"Research Pract-Engr Physics I","568
001","","3","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"EP Graduate Seminar","920
001","","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"347
E P","Dept. Total","","81","3.613","60.5","23.5","11.1","1.2","",".","",".","",".","2.5","",".","1.2","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","26","3.411","34.6","42.3","19.2","3.8","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","25","3.865","88.0","8.0","4.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","53","3.600","62.3","24.5","11.3","1.9","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","27","3.638","59.3","22.2","11.1",".","",".","",".","",".","3.7","",".","3.7","",".","",".","",".",".",".","."
"","Dept. Total","","81","3.613","60.5","23.5","11.1","1.2","",".","",".","",".","2.5","",".","1.2","",".","",".","",".",".",".","."
