"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RES Section","","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"Strategic Talent Management","611","040","","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Labor-Management Relations","612","001","","27","3.611","59.3","18.5","14.8",".","7.4",".",".",".",".",".",".",".",".",".",".","."
"","628","001","","32","3.953","93.8","3.1","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","628","002","","34","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","628","100","","50","3.640","56.0","28.0","4.0","12.0",".",".",".",".",".",".",".",".",".",".",".","."
"Negotiations","","Course Total","","116","3.823","77.6","14.7","2.6","5.2",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Arts Entrepreneurship","632","001","","23","3.341","26.1","30.4","21.7","17.4",".",".",".",".",".",".",".",".",".",".","4.3","."
"Creative Destruction Lab I","640","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leading People and Orgs","700","040","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Resource Management","705","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","706","020","","39","3.974","94.9","5.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","706","021","","39","3.936","87.2","12.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leading and Working in Teams","","Course Total","","78","3.955","91.0","9.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategic Mgmt of Innovation","715","050","","66","3.818","69.7","27.3","1.5",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"Accelerating Innovation","716","040","","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leading Change in Orgs","720","050","","41","3.825","70.7","19.5","7.3",".",".",".",".",".",".",".",".",".",".","2.4",".","."
"Entrepreneurial Management","722","001","","26","3.692","57.7","26.9","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Barg,Negot,Dispute Settlmnt","728","001","","29","3.966","96.6",".","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Venture Creation","734","001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Enterprise Fellowship Seminar","739","001","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technology Entrepreneurship","741","001","","12","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonprofit Governance & Boards","744","001","","19","3.553","52.6","10.5","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Dev for Arts Leadership","750","001","","18","3.583","55.6","16.7","22.2",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Arts Administration","773","001","","21","3.524","33.3","38.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Applied Learn in Hum Res Mgmt","775","001","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Doctoral Rsch Smr in Mgmt","975","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Emerging Entrepreneurship","977","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","228","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Management","","Course Total","","8","",".",".",".",".",".",".",".","37.5",".",".",".","62.5",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","999","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
