"","999
020","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
048","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"","999
050","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","9","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"360
ENVIR ST","Dept. Total","2043","3.629","59.2","16.8","8.8","2.7","2.9","1.0","0.4","1.9","",".","4.6","",".","0.6","0.1","0.9","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","224","3.474","49.1","25.0","12.1","6.7","3.6","3.1",".",".","",".",".","",".",".","0.4",".",".","."
"Sophomore","","392","3.632","57.9","25.5","11.5","2.0","1.5","1.0","0.5",".","",".",".","",".",".",".",".",".","."
"Junior","","427","3.574","62.3","15.5","10.8","3.0","4.4","1.4","0.7",".","",".","1.4","",".",".",".","0.5",".","."
"Senior","","643","3.645","65.3","15.1","8.1","2.8","3.7","0.6","0.6",".","",".","3.7","",".",".",".",".",".","."
"Undergraduates","","1686","3.599","60.7","18.9","10.1","3.2","3.4","1.2","0.5",".","",".","1.8","",".",".","0.1","0.1",".","."
"Special","","35","3.729","20.0","5.7","5.7",".",".",".",".","14.3","",".",".","",".",".",".","48.6","5.7","."
"Graduate","","321","3.874","55.8","7.2","2.2","0.3","0.6",".",".","10.3","",".","19.6","",".","3.7","0.3",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","100.0","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","100.0","",".",".",".",".",".","."
"","Dept. Total","2043","3.629","59.2","16.8","8.8","2.7","2.9","1.0","0.4","1.9","",".","4.6","",".","0.6","0.1","0.9","0.1","."
