"BIOMEDICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"Intro to Tissue Engineering
510","001","","49","3.663","59.2","18.4","18.4","4.1",".",".",".",".",".",".",".",".",".",".",".","."
"Tissue Engineering Laboratory
511","001","","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biology in Engineering Seminar
517","001","","58","",".",".",".",".",".",".",".",".",".","98.3","1.7",".",".",".",".","."
"Intro to Biolog & Med Microsys
550","001","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biochemical Engineering
560","001","","13","3.462","38.5","15.4","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Math Methods Medical Physics
573","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"601","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"601","006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Biomed Engr","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Bioinstrmnt MedDevices
603","001","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Biomechanics
605","001","","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Biomatrls Cell & Tissue
606","001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tissue Mechanics
615","001","","40","3.500","37.5","35.0","20.0","5.0","2.5",".",".",".",".",".",".",".",".",".",".","."
"Microscopy of Life
619","001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Heart Biology and Regeneration
670","001","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Biomedical Engineering
701","001","","59","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Grad Cooperative Educ Program
702","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsp Cndct of Rsrch Biomed Engr
703","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biomanufact Entrepreneurship
740","001","","20","3.725","60.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Machine Learning Ultrason Imag
778","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods Quantitative Biology
780","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","130","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"799","034","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","092","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","126","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","139","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","15","3.972","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
