"MICROBIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","",""
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","7","3.867","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","099","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","100","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","29","3.968","93.1","6.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar
731","001","","46","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues in Microbiology
810","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"875","003","","25","3.800","72.0","20.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"875","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"875","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","","30","3.878","76.7","16.7","3.3","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"899","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"990","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
