"Research and Thesis","Course Total","16","",".",".",".",".",".",".",".","81.3","",".",".","",".","18.8",".",".",".","."
"","999
065","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
068","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"736
PHILOS","Dept. Total","2151","3.711","65.3","17.9","7.5","2.6","1.8","0.9","0.2","2.1","",".",".","",".","0.4","0.7","0.2","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","194","3.579","54.6","21.6","14.9","5.2","3.1","0.5",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","644","3.726","67.4","19.7","6.5","3.3","1.6","0.9",".","0.2","",".",".","",".",".","0.5",".",".","."
"Junior","","551","3.712","67.0","19.6","6.9","2.4","2.5","0.7","0.4",".","",".",".","",".",".","0.4","0.2",".","."
"Senior","","620","3.713","67.6","16.6","8.2","2.1","1.3","1.3","0.5",".","",".",".","",".","0.8","1.5",".","0.2","."
"Undergraduates","","2009","3.704","66.1","18.9","8.0","2.8","1.9","0.9","0.2","0.0","",".",".","",".","0.2","0.7","0.0","0.0","."
"Special","","47","3.690","8.5","6.4","2.1",".",".",".",".","63.8","",".",".","",".",".",".","6.4","12.8","."
"Graduate","","93","3.962","75.3","3.2","1.1",".",".",".",".","15.1","",".",".","",".","3.2","2.2",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2151","3.711","65.3","17.9","7.5","2.6","1.8","0.9","0.2","2.1","",".",".","",".","0.4","0.7","0.2","0.3","."
