"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","221
005","280","2.930","28.2","9.3","29.6","5.4","19.3","6.8","1.4",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","1169","2.825","27.3","8.8","26.8","5.9","19.9","7.5","3.8",".",".",".",".",".",".",".",".","."
"","222
001","187","2.703","21.9","5.9","28.9","5.3","27.8","6.4","3.7",".",".",".",".",".",".",".",".","."
"","222
002","182","2.785","24.7","8.8","26.4","3.3","26.4","7.1","2.7","0.5",".",".",".",".",".",".",".","."
"","222
003","259","2.743","22.0","5.4","34.4","5.0","21.2","9.3","2.7",".",".",".",".",".",".",".",".","."
"","222
004","272","2.568","20.6","8.5","20.2","5.9","29.4","10.7","4.8",".",".",".",".",".",".",".",".","."
"","222
005","271","2.771","19.6","5.9","36.9","8.1","20.7","5.9","3.0",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","1171","2.709","21.5","6.8","29.5","5.7","24.9","8.0","3.4","0.1",".",".",".",".",".",".",".","."
"","228
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","228
073","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","20","3.800","75.0","10.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","234
001","282","3.030","36.9","7.8","29.4","3.9","12.1","6.0","3.9",".",".",".",".",".",".",".",".","."
"","234
002","307","3.010","29.6","12.4","28.3","5.9","16.3","3.9","2.6","0.3",".",".",".",".","0.7",".",".","."
"","234
003","344","3.029","28.5","16.0","29.4","6.7","11.9","4.4","3.2",".",".",".",".",".",".",".",".","."
"","234
004","333","2.818","24.3","9.9","31.2","5.4","16.5","9.6","3.0",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","1266","2.969","29.5","11.7","29.6","5.5","14.2","6.0","3.2","0.1",".",".",".",".","0.2",".",".","."
"","240
001","55","3.145","25.5","14.5","32.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","240
002","44","2.898","13.6","9.1","40.9","20.5","13.6","2.3",".",".",".",".",".",".",".",".",".","."
"","240
003","41","3.085","19.5","14.6","36.6","22.0","7.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","140","3.050","20.0","12.9","36.4","20.0","10.0","0.7",".",".",".",".",".",".",".",".",".","."
"","309
001","26","3.327","50.0","15.4","11.5","3.8","15.4","3.8",".",".",".",".",".",".",".",".",".","."
"","309
002","19","3.132","36.8","15.8","21.1",".","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","45","3.244","44.4","15.6","15.6","2.2","17.8","4.4",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","6","3.333","16.7","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","319
001","117","3.621","66.7","13.7","8.5","3.4","4.3","1.7","0.9",".",".",".",".",".",".",".",".","0.9"
"","320
001","126","2.903","22.2","15.9","30.2","7.9","11.9","7.1","3.2",".",".",".",".",".","1.6",".",".","."
"","320
002","149","3.024","28.9","14.1","23.5","13.4","14.1","3.4","2.0","0.7",".",".",".",".",".",".",".","."
"","320
003","114","3.276","38.6","21.1","20.2","6.1","11.4","0.9","1.8",".",".",".",".",".",".",".",".","."
"","320
004","106","3.099","30.2","14.2","29.2","9.4","13.2","1.9","1.9",".",".",".",".",".",".",".",".","."
"","320
005","118","3.093","28.0","16.9","28.0","10.2","11.9","5.1",".",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","613","3.073","29.4","16.3","26.1","9.6","12.6","3.8","1.8","0.2",".",".",".",".","0.3",".",".","."
"App Math 1: Vec & Complex Calc","321
001","55","2.582","12.7","7.3","18.2","21.8","32.7","7.3",".",".",".",".",".",".",".",".",".","."
"","331
001","61","3.016","27.9","16.4","24.6","6.6","21.3",".","3.3",".",".",".",".",".",".",".",".","."
"","331
002","46","3.272","34.8","13.0","32.6","10.9","8.7",".",".",".",".",".",".",".",".",".",".","."
"Introductory Probability","Course Total","107","3.126","30.8","15.0","28.0","8.4","15.9",".","1.9",".",".",".",".",".",".",".",".","."
"","340
001","76","2.954","34.2","7.9","27.6","3.9","15.8","6.6","3.9",".",".",".",".",".",".",".",".","."
"","340
002","82","2.988","34.1","9.8","25.6","7.3","9.8","9.8","2.4",".",".",".",".",".","1.2",".",".","."
"","340
003","76","2.645","19.7","5.3","27.6","13.2","21.1","9.2","3.9",".",".",".",".",".",".",".",".","."
"","340
004","76","3.027","30.3","19.7","19.7","6.6","14.5","3.9","3.9","1.3",".",".",".",".",".",".",".","."
"","340
005","75","2.913","30.7","9.3","25.3","10.7","13.3","6.7","4.0",".",".",".",".",".",".",".",".","."
"","340
006","75","3.040","34.7","8.0","22.7","10.7","18.7","5.3",".",".",".",".",".",".",".",".",".","."
"","340
007","77","2.994","29.9","14.3","20.8","10.4","18.2","5.2","1.3",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","Page 299 of 481",""
