"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"American Legal History to 1860","261","001","21","2.810","4.8","23.8","42.9","14.3","4.8","4.8","4.8",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","59","3.329","20.3","27.1","8.5","5.1",".",".","3.4","35.6",".",".",".",".",".",".",".","."
"Africn&Africn-Amer Linkages","297","001","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History at Work","300","001","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History Internship Seminar","301","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"A History of Greek Civ","303","001","83","3.186","25.3","18.1","28.9","6.0",".","2.4","3.6","15.7",".",".",".",".",".",".",".","."
"Introduction to Buddhism","308","001","47","3.786","61.7","8.5",".","2.1",".",".","2.1","23.4",".",".",".",".",".","2.1",".","."
"The Holocaust","310","001","41","3.549","46.3","29.3","14.6","7.3","2.4",".",".",".",".",".",".",".",".",".",".","."
"The Vietnam Wars","319","001","79","3.623","49.4","5.1","6.3","2.5","1.3",".","2.5",".",".",".",".",".","1.3",".","31.6","."
"American Rev 1763-1789","344","001","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First World War","350","001","121","3.792","43.0","5.8","1.7","1.7","0.8","0.8",".","46.3",".",".",".",".",".",".",".","."
"Women & Gender in US to 1870","353","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Public History Workshop","401","001","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"History-American Education","412","001","24","3.771","62.5","33.3",".","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"Latino History and Politics","422","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"The History of Punishment","426","001","54","3.900","74.1","5.6",".","3.7",".",".",".","16.7",".",".",".",".",".",".",".","."
"Law and Environment","430","001","6","3.500","50.0",".","16.7","16.7",".",".",".",".",".",".",".",".","16.7",".",".","."
"Col,Natn&Minrty:PuertoRican","435","001","27","3.712","70.4","18.5","3.7",".",".",".","3.7","3.7",".",".",".",".",".",".",".","."
"Samurai: History and Image","454","001","34","3.794","76.5","11.8","8.8",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"Hist SE Asia Since 1800","458","001","26","3.640","73.1","11.5",".","3.8","3.8",".","3.8","3.8",".",".",".",".",".",".",".","."
"Amer Environmental History","460","001","46","3.550","39.1","10.9","8.7",".","4.3","2.2",".",".",".",".",".",".",".",".","34.8","."
"","500","002","13","3.385","61.5","15.4","7.7",".",".","15.4",".",".",".",".",".",".",".",".",".","."
"","500","003","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","500","004","9","3.611","55.6","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","500","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","500","006","12","3.591","41.7","33.3","8.3","8.3",".",".",".",".",".",".",".",".","8.3",".",".","."
"","500","007","7","3.714","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","500","008","14","3.750","64.3","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Reading Seminar in History","","Course Total","74","3.678","64.9","17.6","10.8","2.7",".","2.7",".",".",".",".",".",".","1.4",".",".","."
"Anti-Semitism-European Culture","518","001","6","3.500","33.3","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"History of U.S. Media","560","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","002","18","3.875","72.2","11.1","5.6",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","600","003","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","004","12","3.750","91.7",".",".",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","600","008","18","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","009","15","3.536","53.3","13.3","13.3","6.7","6.7",".",".",".",".",".",".",".","6.7",".",".","."
"","600","011","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","012","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Advanced Seminar in History","","Course Total","106","3.843","79.2","10.4","3.8","0.9","0.9","0.9",".",".",".",".",".",".","3.8",".",".","."
"","680","001","11","3.818","81.8",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","","Page 267 of 481",""
