"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Topc-Contmp English Linguis
713","001","","10","3.800","80.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Compositn&Critical Theories
722","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Fiction Workshop
781","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Poetry Workshop
782","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Creative Writing Pedagogy Smr
783","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"785","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"785","119","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","141","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MFA Thesis","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar-Teaching of Writing","Course Total","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"One-credit Seminar
795","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","139","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","141","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","145","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","158","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Critical Methods in Lit
800","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in 18th-Century Lit
805","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Early American Lit
810","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Theory
822","001","","18","3.882","83.3",".","11.1",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"Topics in Lit and Environment
825","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar in Theatre Research
850","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sem-Interdisc Theatre Studies
859","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","106","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","115","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","139","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preliminary Exam Research","Course Total","","11","",".",".",".",".",".",".",".","90.9",".",".",".","9.1",".",".",".","."
"990","014","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","","Page 248 of 481",""
