"L&S","","","","","","","","","","","","","","","","","","","","",""
"GEOGRAPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","","",""
"416
GEOG","Dept. Total","1466","3.596","58.8","14.1","11.7","3.7","2.5","0.7","1.2","5.3","",".",".","",".","0.6","0.3","0.2","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","97","3.274","35.1","29.9","17.5","5.2","8.2","1.0","3.1",".","",".",".","",".",".",".",".",".","."
"Sophomore","","240","3.464","56.3","17.9","12.9","5.0","3.3","2.1","2.5",".","",".",".","",".",".",".",".",".","."
"Junior","","366","3.595","62.3","17.8","10.4","4.6","3.6",".","1.4",".","",".",".","",".",".",".",".",".","."
"Senior","","502","3.664","67.1","11.4","14.3","3.4","1.6","0.8","0.2","0.2","",".",".","",".","0.6","0.2",".","0.2","."
"Undergraduates","","1205","3.570","60.9","16.1","13.1","4.2","3.1","0.8","1.2","0.1","",".",".","",".","0.2","0.1",".","0.1","."
"Special","","68","3.174","8.8","4.4","2.9",".",".",".","2.9","58.8","",".",".","",".",".",".","4.4","17.6","."
"Graduate","","192","3.835","63.0","5.2","6.3","1.6",".",".",".","18.8","",".",".","",".","3.1","2.1",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1466","3.596","58.8","14.1","11.7","3.7","2.5","0.7","1.2","5.3","",".",".","",".","0.6","0.3","0.2","0.9","."
