"","990
038","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
050","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
051","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","19","",".",".",".",".",".",".","",".","73.7","",".",".","",".","26.3",".",".",".","."
"684
N E","Dept. Total","371","3.420","30.5","24.3","12.4","4.9","3.2","0.5","",".","20.2","",".",".","",".","3.8","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","6","3.333","50.0",".","33.3",".","16.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","20","3.333","40.0","30.0","15.0","10.0","5.0",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","144","3.411","37.5","34.7","15.3","7.6","3.5","1.4","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","171","3.395","38.0","32.7","16.4","7.6","4.1","1.2","",".",".","",".",".","",".",".",".",".",".","."
"Special","","4","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","197","3.482","24.9","17.3","7.1","2.5","2.5",".","",".","38.1","",".",".","",".","7.1","0.5",".",".","."
"","Dept. Total","372","3.420","30.6","24.2","12.4","4.8","3.2","0.5","",".","20.2","",".",".","",".","3.8","0.3",".",".","."
