"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","",""
"ENGR PROFESSIONAL DEVELO Section","","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","",""
"Engr Applications of AI","522","003","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Analysis Decision Making","610","001","","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","611","001","","14","3.464","28.6","42.9","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","611","002","","8","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Economics & Management","","Course Total","","22","3.477","27.3","45.5","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Technical Project Management","612","001","","26","3.788","61.5","34.6","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intl Engr Strategies&Practices","613","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mktg for Tech Professionals","614","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Law","616","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communicating Technical Info","617","001","","7","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foster and Lead Innovation","619","001","","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrified Powertrain Systems","620","001","","9","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engine Design II","623","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Polymers","636","001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Polymers Processing","650","001","","10","3.100","20.0","30.0","20.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","654","001","","20","3.976","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","654","002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching in Science & Engr","","Course Total","","33","3.986","97.0","3.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Core Comp of Sustainability","660","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Supply Chain Management","678","003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in E P D","690","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Ethics for Professionals","712","001","","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Energy Efficiency in Buildings","731","001","","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
