"L&S","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Becoming a Scientist","181
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evolution,Ecology,&Genetics","381
001","","64","3.547","53.1","12.5","31.3",".","1.6","1.6",".",".",".",".",".",".",".",".",".","."
"","382
001","","21","3.643","61.9","4.8","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
002","","17","3.676","70.6","5.9","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","382
003","","21","3.667","61.9","9.5","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evol,Ecol,&Genetics Lab","Course Total","","59","3.661","64.4","6.8","27.1",".","1.7",".",".",".",".",".",".",".",".",".",".","."
"Peer Mentoring","401
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Principles of Physiology","485
001","","78","3.821","76.9","10.3","12.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","486
001","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","486
002","","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles of Physiology Lab","Course Total","","40","3.963","95.0","2.5","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"206
BIOCORE","Dept. Total","","285","3.747","69.8","7.4","16.5",".","0.7","0.4",".",".",".","5.3",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","47","3.544","61.7","8.5","25.5",".","2.1","2.1",".",".",".",".",".",".",".",".",".","."
"Junior","","","111","3.748","68.5","9.9","18.9",".",".",".",".",".",".","2.7",".",".",".",".",".","."
"Senior","","","121","3.817","72.7","5.0","11.6",".","0.8",".",".",".",".","9.9",".",".",".",".",".","."
"Undergraduates","","","285","3.747","69.8","7.4","16.5",".","0.7","0.4",".",".",".","5.3",".",".",".",".",".","."
"","Dept. Total","","285","3.747","69.8","7.4","16.5",".","0.7","0.4",".",".",".","5.3",".",".",".",".",".","."
