"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"LIFE SCIENCES COMMUNICATIO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"120
LSC","","","","","","","","","","","","","","","","","","",""
"617","002","29","3.741","75.9","10.3","6.9",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"Hlth Communication-Info Age","Course Total","37","3.784","78.4","10.8","5.4",".","5.4",".",".",".",".",".",".",".",".",".",".","."
"Risk Communication
625","001","26","3.788","69.2","19.2","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Case Studies-Com of Sci & Tech
640","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis
681","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Communication Thry&Rsch
720","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Understanding Politicized Sci
912","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","8","",".",".",".",".",".",".",".","75.0",".",".",".","25.0",".",".",".","."
"Independent Research
999","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"120
LSC","Dept. Total","1166","3.756","72.9","16.0","5.7","1.8","1.3","1.0","0.5","0.5",".",".",".","0.3",".",".","0.1","."
