"","681
007","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","681
008","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Senior Honors Thesis","Course Total","7","",".",".",".",".",".",".",".","",".","",".",".","",".","85.7","",".",".","14.3","."
"Senior Honors Thesis","682
004","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"494
INTER-AG","Dept. Total","225","3.893","87.6","4.9","1.8","0.9","0.9","0.4","0.4","",".","",".",".","",".","2.7","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","93","3.801","83.9","7.5","3.2","2.2","1.1","1.1","1.1","",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","103","3.951","94.2","3.9","1.0",".","1.0",".",".","",".","",".",".","",".",".","",".",".",".","."
"Junior","","15","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".",".","",".",".",".","."
"Senior","","14","4.000","50.0",".",".",".",".",".",".","",".","",".",".","",".","42.9","",".",".","7.1","."
"Undergraduates","","225","3.893","87.6","4.9","1.8","0.9","0.9","0.4","0.4","",".","",".",".","",".","2.7","",".",".","0.4","."
"","Dept. Total","225","3.893","87.6","4.9","1.8","0.9","0.9","0.4","0.4","",".","",".",".","",".","2.7","",".",".","0.4","."
