"","990
040","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis-Research","Course Total","58","",".",".",".",".",".",".",".","86.2","3.4",".","",".","10.3",".",".",".","."
"220
CBE","Dept. Total","1114","3.249","33.7","18.1","18.1","5.7","8.0","1.9","0.5","12.7","0.3","0.1","",".","0.7","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.586","55.2","27.6","10.3",".","3.4","3.4",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","86","3.318","51.2","25.6","12.8","4.7","4.7","1.2",".",".",".",".","",".",".",".",".",".","."
"Junior","","167","3.150","37.1","18.0","21.0","9.0","9.6","2.4","2.4",".",".",".","",".",".","0.6",".",".","."
"Senior","","548","3.181","34.5","18.4","24.3","7.7","11.9","2.7","0.4",".",".",".","",".",".","0.2",".",".","."
"Undergraduates","","830","3.188","37.5","19.4","21.9","7.3","10.4","2.5","0.7",".",".",".","",".",".","0.2",".",".","."
"Special","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","305","3.637","28.2","13.4","6.2","1.0","1.0",".",".","46.2","1.0","0.3","",".","2.6",".",".",".","."
"","Dept. Total","1136","3.249","34.9","17.8","17.8","5.6","7.8","1.8","0.5","12.4","0.3","0.1","",".","0.7","0.2",".",".","."
