"TERM : 1262","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2025-2026","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","Dept. Total","379","3.908","77.8","6.1","2.4","0.8","0.3","",".","",".","4.2","",".","7.4","0.3","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","144","3.833","80.6","10.4","6.3","2.1",".","",".","",".",".","",".",".",".","",".","0.7",".",".","."
"Sophomore","","113","3.946","92.0","6.2",".",".","0.9","",".","",".",".","",".",".",".","",".","0.9",".",".","."
"Junior","","27","3.989","96.3","3.7",".",".",".","",".","",".",".","",".",".",".","",".",".",".",".","."
"Senior","","48","4.000","97.9",".",".",".",".","",".","",".",".","",".",".",".","",".","2.1",".",".","."
"Undergraduates","","332","3.907","88.3","6.9","2.7","0.9","0.3","",".","",".",".","",".",".",".","",".","0.9",".",".","."
"Special","","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Graduate","","45","4.000","2.2",".",".",".",".","",".","",".","35.6","",".","60.0","2.2","",".",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","","","","100.0",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","","","100.0",".","",".",".",".",".","."
"","Dept. Total","379","3.908","77.8","6.1","2.4","0.8","0.3","",".","",".","4.2","",".","7.4","0.3","",".","0.8",".",".","."
