"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","Dept. Total","583","3.994","26.4","0.3","",".","",".","",".","",".","",".","72.4","",".",".","",".","0.2","0.2",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","4.000","88.9",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".",".","11.1","."
"Junior","","41","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","94","3.989","95.7","2.1","",".","",".","",".","",".","",".",".","",".",".","",".",".","1.1",".","1.1","."
"Undergraduates","","144","3.993","96.5","1.4","",".","",".","",".","",".","",".",".","",".",".","",".",".","0.7",".","1.4","."
"Special","","5","***","","","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","61","4.000","21.3",".","",".","",".","",".","",".","",".","75.4","",".",".","",".","1.6",".",".","1.6","."
"Prof Yr 2","","1","***","","","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","369","",".",".","",".","",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Professionals","","373","",".",".","",".","",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","Dept. Total","583","3.994","26.4","0.3","",".","",".","",".","",".","",".","72.4","",".",".","",".","0.2","0.2",".","0.5","."
