"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","143","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","168","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","174","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","175","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","176","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","179","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","95","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chemical Biology
704","001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorg&Organometal Chemistry
713","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organometal-Transitn Elemts
714","001","","22","3.636","54.5","22.7","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"721","001","","18","3.722","61.1","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"721","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Instrumental Analysis","Course Total","","20","3.744","65.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Inorganic Chem
801","001","","12","3.941","83.3",".","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Topic-Macromoleculr/Biophys
872","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chemistry-Biology Interface
890","001","","24","3.917","87.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Teaching of Chemistry
901","001","","65","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genomic Sciences Program Semin
923","157","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Chemical Biology (Adv)
945","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","","Page 211 of 481",""
