"","999
005","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
011","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
093","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research Prob","Course Total","4","***","","","","","","","","","","","","","","","","",""
"512
JOURN","Dept. Total","2037","3.786","65.5","17.1","6.2","1.2","0.5","0.2","0.1","1.2","0.0","7.0","",".","0.6","0.1","0.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","158","3.811","74.1","19.6","3.8","1.9","0.6",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","362","3.746","62.7","28.2","5.0","1.7","0.3","0.6",".",".",".","1.7","",".",".",".",".",".","."
"Junior","","590","3.741","61.7","19.5","6.9","1.4","1.2","0.2","0.3",".",".","8.6","",".",".","0.2",".",".","."
"Senior","","771","3.831","69.5","12.3","6.4","1.0","0.3","0.1",".",".",".","9.6","",".","0.8",".",".",".","."
"Undergraduates","","1881","3.783","66.1","18.2","6.1","1.3","0.6","0.2","0.1",".",".","7.0","",".","0.3","0.1",".",".","."
"Special","","18","3.808","50.0","5.6","11.1",".",".",".",".","27.8",".",".","",".",".",".","5.6",".","."
"Graduate","","137","3.850","59.1","3.6","7.3",".",".",".",".","14.6","0.7","8.8","",".","5.1","0.7",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2037","3.786","65.5","17.1","6.2","1.2","0.5","0.2","0.1","1.2","0.0","7.0","",".","0.6","0.1","0.0",".","."
