"","990
037","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
038","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research or Thesis","Course Total","39","",".",".",".",".",".",".",".","79.5","",".",".","",".","20.5",".",".",".","."
"Independent Reading","999
003","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"742
KINES","Dept. Total","2426","3.774","68.6","14.6","7.1","1.7","1.3","0.2","0.2","3.7","",".","2.1","",".","0.3","0.1",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","92","3.859","79.3","13.0","6.5",".","1.1",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","291","3.753","70.4","15.8","9.3","2.4","1.0","0.3","0.3","0.3","",".",".","",".",".",".",".",".","."
"Junior","","652","3.779","71.2","17.6","6.9","2.3","1.5","0.5",".",".","",".",".","",".",".",".",".",".","."
"Senior","","1013","3.766","74.5","13.9","7.2","1.8","1.8","0.1","0.4",".","",".",".","",".",".","0.3",".",".","."
"Undergraduates","","2048","3.773","73.1","15.3","7.4","2.0","1.6","0.2","0.2","0.0","",".",".","",".",".","0.1",".",".","."
"Special","","61","3.333","1.6","1.6",".","1.6",".",".",".","93.4","",".",".","",".",".",".",".","1.6","."
"Graduate","","316","3.787","52.5","12.0","6.6","0.3",".",".",".","9.8","",".","16.1","",".","2.5",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2426","3.774","68.6","14.6","7.1","1.7","1.3","0.2","0.2","3.7","",".","2.1","",".","0.3","0.1",".","0.0","."
