"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
006","23","3.848","82.6","8.7","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
007","20","3.750","70.0","20.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
008","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
009","19","3.763","89.5","5.3",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","226
010","22","3.727","81.8",".","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","226
011","21","3.833","81.0","4.8","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","264","3.824","79.2","12.5","5.7","0.8","1.5",".","0.4",".",".",".",".",".",".",".",".","."
"","311
001","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","16","3.750","81.3",".","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","311
005","19","3.944","84.2","10.5",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","311
006","19","3.632","73.7","10.5","5.3",".","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","311
007","20","3.700","65.0","10.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
008","16","3.781","75.0","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","128","3.811","80.5","7.0","8.6","0.8","1.6","0.8",".","0.8",".",".",".",".",".",".",".","."
"Spanish Phonetics","320
001","24","3.292","33.3","8.3","50.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","324
001","28","3.982","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
001","25","3.900","88.0","8.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","50","3.920","90.0","6.0","2.0","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"","326
001","22","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","326
002","12","3.500","66.7",".","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","34","3.618","58.8","17.6","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Advanced Medical Spanish","328
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish for Business","329
001","22","3.659","59.1","13.6","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Civilization","363
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Latinx/e Popular Culture","364
001","23","3.870","73.9","26.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Spanish Phonetics","420
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Spanish Linguistics","446
001","25","3.640","48.0","40.0","8.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Mayas: Culture","455
001","18","3.778","72.2","11.1","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish American Literature","460
001","24","3.708","75.0","8.3","4.2","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Short Story","461
001","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
001","27","3.944","92.6","3.7","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
002","26","3.731","65.4","19.2","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","468
003","9","3.278","22.2","33.3","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","468
004","21","3.929","95.2",".",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","468
00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Hispanic Culture","Course Total","84","3.804","77.4","10.7","7.1","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Latinx Culture","469
001","24","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Hispanic Linguistics","630
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","Page 357 of 481",""
