"","990
028","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
042","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
048","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Dissertator Research","Course Total","6","",".",".",".",".",".","",".","",".",".","",".","100.0","",".","",".","",".",".",".","."
"210
B M I","Dept. Total","227","3.835","77.1","8.4","5.7","1.3","3.1","",".","",".","1.3","",".","2.6","",".","",".","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","17","3.469","52.9","17.6","17.6",".","11.8","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","20","3.526","55.0","20.0","15.0",".","10.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","","",".","",".","",".","",".",".","33.3","."
"Graduate","","186","3.857","78.5","8.1","4.8","1.6","2.7","",".","",".","1.6","",".","2.7","",".","",".","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","17","3.972","88.2",".","5.9",".",".","",".","",".",".","",".","5.9","",".","",".","",".",".",".","."
"Professionals","","18","3.974","88.9",".","5.6",".",".","",".","",".",".","",".","5.6","",".","",".","",".",".",".","."
"","Dept. Total","227","3.835","77.1","8.4","5.7","1.3","3.1","",".","",".","1.3","",".","2.6","",".","",".","",".",".","0.4","."
