"","990
093","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
094","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
095","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","62","",".",".",".",".",".",".","",".","64.5","",".",".","",".","35.5","",".",".",".","."
"621
MED PHYS","Dept. Total","327","3.777","65.4","9.5","3.1","1.8","0.6","0.6","",".","12.2","",".",".","",".","6.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","9","3.875","77.8","22.2",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","28","3.646","78.6","7.1",".","10.7",".","3.6","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","39","3.712","79.5","10.3",".","7.7",".","2.6","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","286","3.789","63.3","9.4","3.5","1.0","0.7","0.3","",".","14.0","",".",".","",".","7.7","",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","327","3.777","65.4","9.5","3.1","1.8","0.6","0.6","",".","12.2","",".",".","",".","6.7","",".",".",".","."
