"","699
030","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
031","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
032","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Study","Course Total","25","4.000","88.0",".",".",".",".",".",".",".","",".",".","",".",".","8.0",".","4.0","."
"535
LEGAL ST","Dept. Total","1203","3.588","56.3","20.9","13.5","3.7","2.0","0.6","0.8","0.8","",".",".","",".","0.5","0.6",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","119","3.329","30.3","22.7","35.3","9.2","1.7","0.8",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","243","3.467","42.8","28.0","17.7","5.8","2.9","0.8","1.2","0.4","",".",".","",".",".","0.4",".",".","."
"Junior","","328","3.545","57.6","22.0","11.0","3.4","3.0","0.9","2.1",".","",".",".","",".",".",".",".",".","."
"Senior","","492","3.770","69.7","16.5","8.1","1.8","1.0","0.2",".",".","",".",".","",".","1.2","1.2",".","0.2","."
"Undergraduates","","1182","3.587","56.9","21.0","13.6","3.8","2.0","0.6","0.8","0.1","",".",".","",".","0.5","0.6",".","0.1","."
"Special","","19","3.667","15.8","15.8","5.3",".",".",".",".","47.4","",".",".","",".",".",".",".","15.8","."
"Graduate","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1203","3.588","56.3","20.9","13.5","3.7","2.0","0.6","0.8","0.8","",".",".","",".","0.5","0.6",".","0.3","."
