"SOCIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"Qual Research Methods-Sociol
754","001","","17","3.824","94.1",".",".",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"Demographic Techniques II
756","001","","14","3.808","64.3","21.4","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Introduction to Epidemiology
797","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"875","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"875","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"875","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"875","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr:Topics in Economic Soc
919","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Race & Ethnic Relations
922","001","","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"Smr: Sociol-Econ Change
940","001","","12","3.250","8.3","8.3","33.3",".",".",".",".",".",".",".",".",".","50.0",".",".","."
"Seminar-Rural Sociology
945","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Latin American Area
982","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research: Economic Sociology
983","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch:Sociol of Gender Trainees
984","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch:Comm & Environmental Soc
985","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch: Race & Ethnic Studies
987","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","064","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","081","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","089","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","098","","5","***","","","","","","","","","",".",".",".",".",".",".","."
