"Intermediate Menominee I","407
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Intermediate Oneida I","411
002","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"American Indian Women","437
001","12","3.955","83.3","8.3",".",".",".",".",".",".",".","",".",".","",".","",".",".","8.3","."
"140
AMER IND","Dept. Total","588","3.678","65.1","18.9","6.5","3.1","2.4","0.7","1.0","1.4","",".",".","",".","",".","0.5",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","186","3.662","59.1","25.8","9.1","2.2","1.6","1.1","0.5",".","",".",".","",".","",".","0.5",".",".","."
"Sophomore","","223","3.808","76.7","14.8","4.0","2.7","1.8",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","75","3.526","53.3","25.3","9.3","5.3","4.0","1.3","1.3",".","",".",".","",".","",".",".",".",".","."
"Senior","","84","3.476","65.5","13.1","6.0","4.8","4.8","1.2","4.8",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","568","3.674","66.2","19.5","6.7","3.2","2.5","0.7","1.1",".","",".",".","",".","",".","0.2",".",".","."
"Special","","14","4.000","14.3",".",".",".",".",".",".","57.1","",".",".","",".","",".","7.1",".","21.4","."
"Graduate","","6","4.000","83.3",".",".",".",".",".",".",".","",".",".","",".","",".","16.7",".",".","."
"","Dept. Total","588","3.678","65.1","18.9","6.5","3.1","2.4","0.7","1.0","1.4","",".",".","",".","",".","0.5",".","0.5","."
