"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","2791","3.629","43.9","27.7","9.0","1.7","0.3","0.3","0.4","2.2","",".","13.6","0.0","0.9","0.0","0.0",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","89","3.661","60.7","24.7","7.9","2.2","3.4",".",".",".","",".",".",".",".",".","1.1",".","."
"Sophomore","","112","3.820","77.7","17.0","3.6","0.9",".",".","0.9",".","",".",".",".",".",".",".",".","."
"Junior","","522","3.565","42.1","26.8","9.4","2.1",".","0.8","1.1",".","",".","17.4","0.2",".",".",".",".","."
"Senior","","1686","3.575","37.0","31.7","10.4","2.0","0.2","0.3","0.1","0.1","",".","17.1",".","1.2",".",".",".","."
"Undergraduates","","2409","3.588","40.8","29.7","9.8","2.0","0.2","0.4","0.4","0.0","",".","15.7","0.0","0.9",".","0.0",".","."
"Special","","13","3.833","46.2","7.7","7.7",".",".",".",".","38.5","",".",".",".",".",".",".",".","."
"Graduate","","368","3.835","63.6","15.2","4.1","0.3","0.3",".","0.3","15.2","",".",".",".","0.8","0.3",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","2791","3.629","43.9","27.7","9.0","1.7","0.3","0.3","0.4","2.2","",".","13.6","0.0","0.9","0.0","0.0",".","."
