"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"OCCUPATIONAL THER (DEPT-KI Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"695
OCC THER","","","","","","","","","","","","","","","","","","",""
"Orientation to Occ Ther","100
001","60","3.892","88.3","6.7","1.7","1.7","1.7",".",".",".",".",".",".",".",".",".",".","."
"Applied Neuroanatomy","640
001","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Conditions I","651
001","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professnl/Leadership Skills 1","710
002","34","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professnl/Leadership Skills 3","712
001","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Enable Occ 1: Adult Focus","722
001","34","3.794","58.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Enable Occ 4: Peds","725
001","33","3.606","30.3","60.6","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Level 1 Fieldwork C","728
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Living Well: Promoting Health","734
001","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"EBP Lab Practicum","770
001","67","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evidence Based Practice 1","771
001","34","3.439","26.5","38.2","26.5","5.9",".",".",".",".",".",".",".",".","2.9",".",".","."
"Evidence Based Practice 3","773
001","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appld Leadshp & Mangmnt in OT","811
001","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Trends OT Practice","812
001","21","3.905","95.2",".",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Case Synthesis 1","821
001","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Case Synthesis 2","822
001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"OTD Capstone 1","881
001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695
OCC THER","Dept. Total","560","3.873","86.6","10.0","2.3","0.5","0.4",".",".",".",".",".",".",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"695
OCC THER","","","","","","","","","","","","","","","","","","",""
