"TERM : 1262","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2025-2026","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","","",""
"168
ART","Dept. Total","2600","3.865","87.1","5.4","2.7","1.0","0.8","0.3","0.7","1.2","",".",".","",".","",".","0.2","0.0","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","279","3.763","83.2","8.2","2.2","2.2","2.2","0.7","1.4",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","542","3.897","89.7","5.4","2.0","1.1","0.9",".","0.6",".","",".",".","",".","",".","0.2","0.2",".","."
"Junior","","605","3.878","88.3","5.6","3.1","1.2","0.3","0.2","0.8","0.2","",".",".","",".","",".","0.3",".",".","."
"Senior","","797","3.835","85.6","6.4","4.4","0.8","0.9","0.8","0.9",".","",".",".","",".","",".","0.3",".","0.1","."
"Undergraduates","","2223","3.853","87.0","6.2","3.2","1.1","0.9","0.4","0.9","0.0","",".",".","",".","",".","0.2","0.0","0.0","."
"Special","","24","3.948","41.7","4.2",".",".",".",".",".","4.2","",".",".","",".","",".",".",".","50.0","."
"Graduate","","353","3.994","90.7","0.6",".",".",".",".",".","8.2","",".",".","",".","",".","0.3",".","0.3","."
"","Dept. Total","2600","3.865","87.1","5.4","2.7","1.0","0.8","0.3","0.7","1.2","",".",".","",".","",".","0.2","0.0","0.5","."
