"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","",""
"Wkshp-Ed Leadrshp & Plcy Anlys","502
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","542
001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","542
002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law and Public Education","Course Total","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Exp in teaching & learning","662
001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Experience-Ed Ldrship","700
001","","24","3.609","79.2","8.3",".",".",".",".","8.3",".",".",".",".",".","4.2",".",".","."
"","701
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701
002","","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Higher & Post-Sec Ed","Course Total","","28","3.911","82.1","17.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Athletics Administration","710
001","","18","3.333","66.7","5.6","5.6","5.6","5.6","5.6","5.6",".",".",".",".",".",".",".",".","."
"Govern&Admin-Coll&Universty","715
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research","719
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch Meth & Proc-Ed Admin","725
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Admin Stdt Serv-Higher Educ","736
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","750
001","","26","3.840","92.3",".",".",".",".",".","3.8",".",".",".",".",".","3.8",".",".","."
"","750
002","","29","3.862","96.6",".",".",".",".",".","3.4",".",".",".",".",".",".",".",".","."
"Coaching 1: Everyday Practices","Course Total","","55","3.852","94.5",".",".",".",".",".","3.6",".",".",".",".",".","1.8",".",".","."
"Lead and Justice in Sports","751
001","","27","3.731","85.2",".","3.7",".","3.7",".","3.7",".",".",".",".",".","3.7",".",".","."
"Psych and Coaching in Sports","753
001","","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sports Leadership Road Course","754
001","","23","3.543","60.9","13.0","21.7",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"HPE Capstone Seminar","777
001","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Qual Rsch Mthds-Educ: Field II","789
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","810
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","810
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Inquiry","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Quant Inquiry in Educ","822
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Rsch Methods-Ed Admin","825
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","845
001","","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","845
002","","22","3.886","81.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"School-Level Leadership","Course Total","","40","3.900","85.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Org Theory&Behavior in Educ","860
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","863
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","863
002","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Race Class & Ed Inequality","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Politics of Education","870
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory&Practice-Ed Planning","875
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"The American Community College","878
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Minority-Serving Inst-HigherEd","882
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Leader Stud Abrd Intl Stdt Svc","885
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
