"Int Topics: Jewish Philos&Arts","432
001","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Anti-Semitism-European Culture","518
001","6","3.833","33.3","16.7",".",".",".",".","",".","50.0",".","",".",".","",".","","",".",".",".","."
"Adv Topics in Jewish History","631
001","3","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"510
JEWISH","Dept. Total","123","3.602","51.2","21.1","7.3","9.8","1.6","0.8","",".","4.9","",".",".","",".","",".","",".",".","3.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.082","25.0","12.5","18.8","37.5","6.3",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","45","3.537","51.1","26.7","6.7","11.1","2.2","2.2","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","30","3.871","76.7","20.0","3.3",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","21","3.697","57.1","28.6","9.5","4.8",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","112","3.599","55.4","23.2","8.0","10.7","1.8","0.9","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","10","",".",".",".",".",".",".","",".","60.0","",".",".","",".","",".","",".",".","40.0","."
"Graduate","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","123","3.602","51.2","21.1","7.3","9.8","1.6","0.8","",".","4.9","",".",".","",".","",".","",".",".","3.3","."
