"First Semester Hebrew","101
001","","13","3.846","76.9","15.4","7.7",".","","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Third Semester Hebrew","201
001","","12","3.864","66.7","25.0",".",".","","",".","",".","",".","8.3",".","",".",".","",".","","",".",".",".","."
"Intro to Hebrew Literature","301
001","","10","3.850","80.0","10.0","10.0",".","","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"442
HEBR-MOD","Dept. Total","","35","3.853","74.3","17.1","5.7","",".","",".","",".","",".","2.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"442
HEBR-MOD","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","12","3.826","75.0","16.7","8.3","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.750","50.0","50.0",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","31","3.841","74.2","19.4","6.5","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","35","3.853","74.3","17.1","5.7","",".","",".","",".","",".","2.9","",".",".","",".","",".","",".",".",".","."
