"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","",""
"PATHO-BIOLOGICAL SCIENCES Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","",""
"Topics & Careers in Vet Sci
150","001","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"HIV: Sex, Society and Science
210","001","23","3.826","82.6",".","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evolutionary Medicine
307","001","49","3.908","89.8","4.1","4.1","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Veterinary Immunology
510","001","91","3.621","54.9","22.0","18.7","1.1","3.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Veterinary Epidemolgy
512","001","90","3.833","76.7","16.7","4.4","1.1","1.1",".",".",".",".",".",".",".",".",".",".","."
"Veterinary Virology
513","001","90","3.656","53.3","31.1","10.0","4.4","1.1",".",".",".",".",".",".",".",".",".",".","."
"Veterinary Bact & Mycology
517","001","90","3.878","77.8","20.0","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Active, Integrated Learning I
525","001","90","4.000","91.1",".",".",".",".",".",".","8.9",".",".",".",".",".",".",".","."
"Immunology
528","001","38","3.184","34.2","10.5","36.8","5.3","7.9","5.3",".",".",".",".",".",".",".",".",".","."
"Veterinary General Path
559","003","90","3.933","88.9","10.0",".","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"Veterinary Systemic Path I
560","002","90","3.783","73.3","13.3","11.1","1.1","1.1",".",".",".",".",".",".",".",".",".",".","."
"Vet Necropsy Diag Pathology
660","001","37","4.000","27.0",".",".",".",".",".",".","73.0",".",".",".",".",".",".",".","."
"675","002","17","",".",".",".",".",".",".",".","88.2",".",".",".",".","11.8",".",".","."
"675","003","11","4.000","18.2",".",".",".",".",".",".","81.8",".",".",".",".",".",".",".","."
"675","013","186","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Topics","Course Total","214","4.000","0.9",".",".",".",".",".",".","98.1",".",".",".",".","0.9",".",".","."
"699","007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","089","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","19","3.953","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Seminar
930","012","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","Page 475 of 481",""
