"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Composite Materials
508","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Membrane Science and Tech
521","001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seepage and Slopes
530","001","","9","3.389","22.2","33.3","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nondestructive Evaluation
534","001","","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concrete Structures II
547","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Remote Sensing Digitl Image
556","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Urban Transport Planning
571","001","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Transportation Operations
572","001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Traffic Control
574","001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Pavement Design
576","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Capstone Design
578","001","","31","3.968","96.8",".","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Transportation Engr
579","001","","41","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Hydrology
619","001","","12","3.929","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"649","001","","12","3.833","58.3","8.3","8.3",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"649","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"649","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"649","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Specl Topic-Structural Engr","Course Total","","18","3.885","72.2","5.6","5.6",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Topics:Constructn Engr&Mgmt
669","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","064","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","078","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Grad Cooperative Educ Program
702","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Water Res Mgt Pract Plan Smr I
717","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Chemical Principles of Env Eng
722","003","","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Methods in CEM
760","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
