"SOIL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","",""
"Forum on the Environment
101","001","","51","3.926","86.3","2.0",".","3.9",".",".",".",".",".",".",".",".",".",".","7.8","."
"Intro to Environmental Science
250","001","","65","3.069","26.2","26.2","20.0","12.3","9.2","1.5","4.6",".",".",".",".",".",".",".",".","."
"299","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","048","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Soil Science
301","001","","64","3.195","35.9","18.8","17.2","17.2","4.7","6.3",".",".",".",".",".",".",".",".",".","."
"302","003","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"302","005","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"302","006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soils laboratory","Course Total","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soil Biology
323","001","","40","3.487","47.5","25.0","7.5","10.0","7.5",".",".","2.5",".",".",".",".",".",".",".","."
"Soils and Envrnmtl Quality
324","001","","19","3.895","94.7",".",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"On-Site Waste Water Treatment
372","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics
375","001","","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ
399","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Environmental Biogeochem
451","001","","16","3.567","37.5","31.3","25.0",".",".",".",".",".",".",".",".",".",".",".","6.3","."
"Soil Management
499","001","","9","2.833","11.1",".","44.4","33.3","11.1",".",".",".",".",".",".",".",".",".",".","."
"Soil Geomorphology
525","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"The Wisconsin Soil Tour
527","001","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Soil & Environmental Chemistry
621","001","","15","3.857","66.7","26.7",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Soil Physics
622","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Seminar
728","001","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Soil Science Teaching","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Special Topics
875","045","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","31","",".",".",".",".",".",".",".","64.5",".",".",".","35.5",".",".",".","."
