"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGRA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Medicine I","601
001","63","3.817","66.7","30.2","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinic Prevnt & Commnty Prac I","610
001","63","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professional Seminar II","617
001","69","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Advanced Patient Evaluation I","620
001","69","3.986","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women's Hlth-Physician Asstnts","630
001","69","3.833","68.1","30.4","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Pharmacology I","640
001","63","3.627","39.7","46.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Diagnostic Methods I","650
001","63","3.794","65.1","28.6","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Smnr & Capstone I","717
001","67","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Phy Asst Preceptor: Surgery","729
001","30","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Fam Med","739
001","37","3.851","73.0","24.3","2.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Int Med","749
001","34","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phys Asst Precptrshp: Emrg Med","759
001","33","3.848","72.7","24.2","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Preceptorship:Electve","769
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Public Health and PA Practice","787
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"750
PHY ASST","Dept. Total","678","3.837","47.5","18.0","2.7",".",".",".",".",".",".","31.9",".",".",".",".",".","."
