"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL SCIENCES & TECH Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"209
BIOMDSCI","","","","","","","","","","","","","","","","","","","",""
"QA/RA Biotech: Survey","720
001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"IP, Patents, and Licensing","800
001","","23","3.717","47.8","47.8","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biotech Regulation and Ethics","801
001","","23","3.432","26.1","39.1","21.7","8.7",".",".",".",".",".",".",".",".","4.3",".",".","."
"Bus of Biotech: Fundamentals","802
001","","23","3.674","34.8","65.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mol Tech I: Diagnostic Testing","803
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"209
BIOMDSCI","Dept. Total","","98","3.728","54.1","36.7","6.1","2.0",".",".",".",".",".",".",".",".","1.0",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"209
BIOMDSCI","","","","","","","","","","","","","","","","","","","",""
