"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"890","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","048","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","054","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","062","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","079","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","083","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","086","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","087","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","093","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","099","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Research and Thesis","Course Total","","130","",".",".",".",".",".",".",".","93.1","0.8",".",".","6.2",".",".",".","."
"964","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","004","","13","3.625","53.8","15.4","15.4","7.7",".",".",".",".",".",".",".",".","7.7",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","","Page 155 of 481",""
