"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Learning 2nd Lang & Literacies","Course Total","","91","3.898","82.4","8.8","5.5",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"General Seminar
675","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Intro to C&I
712","001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research
719","001","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Qual Mth-Stdy Chldrn&Contxt
726","001","","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internationalizing Ed Knowldg
727","001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"729","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","002","","12","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"729","003","","11","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"729","004","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","005","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"729","006","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","007","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","008","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Classroom Management-","Course Total","","90","4.000","84.4",".",".",".",".",".",".",".",".",".",".",".","3.3",".","12.2","."
"Theories of Race/Racism in Ed
775","001","","17","4.000","88.2",".",".",".",".",".",".",".",".",".",".",".","11.8",".",".","."
"Qual Rsch Mthds-Educ: Field II
789","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Project or Thesis","Course Total","","10","3.900","70.0","10.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"799","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Ind. Study","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Coloniality of Lang/Sci in Edu
823","001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Supervisn-Teacher Education
860","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","002","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","003","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"General Seminar","Course Total","","40","3.987","95.0","2.5",".",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"990","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","","","Page 92 of 481"
