"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","16617","3.512","50.8","18.0","13.3","5.3","3.8","1.1","0.3","5.5","0.0","1.0","0.0","0.6","0.2","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","425","3.654","73.4","12.5","7.8","2.1","1.9","0.9","0.9",".",".",".",".",".","0.2","0.2",".","."
"Sophomore","","1743","3.486","62.4","13.9","11.1","5.9","4.2","1.4","0.6",".",".",".",".",".","0.3","0.2",".","."
"Junior","","3561","3.411","48.6","21.0","16.3","7.4","4.5","1.3","0.3",".",".","0.2",".",".","0.1","0.2",".","."
"Senior","","7909","3.491","52.7","19.3","15.2","5.7","4.5","1.3","0.4",".",".","0.6","0.0",".","0.1","0.1",".","."
"Undergraduates","","13638","3.474","53.5","18.9","14.7","6.1","4.4","1.3","0.4",".",".","0.4","0.0",".","0.1","0.1",".","."
"Special","","173","3.627","60.7","14.5","13.9","4.0","2.3","1.2",".","2.9",".",".",".",".",".",".","0.6","."
"Graduate","","3373","3.744","45.0","11.7","5.4","1.3","0.6","0.1","0.0","29.0","0.3","3.1",".","3.1","0.3","0.1","0.0","."
"Prof Yr 3","","3","***","","","","","","","","","",".",".","33.3",".",".",".","."
"Professionals","","3","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"","College Total","17187","3.512","51.9","17.4","12.9","5.1","3.6","1.1","0.3","5.7","0.1","0.9","0.0","0.6","0.2","0.1","0.0","."
