"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","15","3.533","46.7","20.0","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","002","","15","3.800","80.0","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","003","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","004","","15","3.767","73.3","20.0",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","005","","14","3.607","50.0","35.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","009","","15","3.567","46.7","46.7",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"100","010","","15","3.700","73.3","20.0",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"100","011","","15","3.333","46.7","20.0","20.0","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"100","012","","15","3.733","80.0","13.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"100","013","","14","3.714","71.4","7.1","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","015","","15","3.700","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","016","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","018","","14","3.679","42.9","50.0","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","15","3.733","46.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","021","","15","3.500","33.3","46.7","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","022","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","023","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","027","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","028","","14","3.321","28.6","50.0","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"100","029","","15","3.800","73.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","030","","15","3.433","40.0","33.3","13.3",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"100","031","","15","3.500","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","033","","14","3.679","57.1","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","034","","15","3.467","40.0","33.3","6.7","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"100","035","","15","3.733","73.3","6.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","036","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","037","","14","3.821","78.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","038","","15","3.533","26.7","60.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","039","","15","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","040","","15","3.800","73.3","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","041","","15","3.733","60.0","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","042","","15","3.714","66.7","13.3","6.7",".","6.7",".",".",".",".",".",".",".","6.7",".",".","."
"100","043","","14","3.286","35.7","42.9","7.1",".","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"100","044","","15","3.800","73.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","046","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","049","","15","3.600","53.3","26.7","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","051","","14","3.679","71.4","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"100","052","","15","3.533","26.7","60.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 218 of 481",""
