"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","",""
"","101
002","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
004","20","3.600","50.0","25.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","101
005","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
006","20","3.725","80.0","5.0","10.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"First Semester Italian","Course Total","106","3.863","84.9","7.5","5.7","0.9",".","0.9",".",".",".",".",".",".",".",".",".","."
"","102
001","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Italian","Course Total","23","3.804","65.2","30.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
001","12","3.625","58.3","25.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","23","3.783","69.6","17.4","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Italian","Course Total","35","3.729","65.7","20.0","8.6","5.7",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Italian","204
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Modern Italian Culture","230
001","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Italian Language","311
001","9","3.875","66.7","22.2",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Italian Literature & Culture I","321
001","11","3.682","54.5","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Machiavelli and His World","365
002","8","3.800","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","37.5","."
"Dante's Divina Commedia","659
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The 17th Century and Arcadia","741
001","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Independent Study","799
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Issues-Mthds Teachng Fr&Itl","821
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Studies in Italian Lit","951
001","11","4.000","90.9",".",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","990
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","7","",".",".",".",".",".",".",".","85.7","14.3",".",".",".",".",".",".","."
