"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"GENETIC COUNSELOR STUDIES Section","","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"413
GENECSLR","","","","","","","","","","","","","","","","","","","","",""
"Practicum-Genetic Counselng","713","005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Genetics","721","001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Advanced Clinical Genetics","731","005","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Contemp Pro Iss-Gen Cnslng","737","005","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Strategies&Analysis","739","005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Gen Cnslg","741","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biochm Genetics for Counselors","744","005","","8","3.438","12.5","62.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Genetic Cnsl","748","005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Pract-Genetic Counselng","813","005","","8","3.758","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research in Genetic Counseling","","Course Total","","8","",".",".",".",".",".",".",".","87.5",".",".",".","12.5",".",".",".","."
