"EGR","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","Dept. Total","","69","3.541","43.5","18.8","10.1","1.4","4.3","",".","",".","20.3","",".",".","",".","",".","",".","1.4",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","***","","","","","","","","","","","","",".","",".","",".","",".","50.0",".","."
"Junior","","","4","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","29","3.604","62.1","20.7","13.8",".","3.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","35","3.595","62.9","17.1","11.4",".","5.7","",".","",".",".","",".",".","",".","",".","",".","2.9",".","."
"Special","","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","32","3.479","25.0","18.8","6.3","3.1","3.1","",".","",".","43.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","69","3.541","43.5","18.8","10.1","1.4","4.3","",".","",".","20.3","",".",".","",".","",".","",".","1.4",".","."
