"L&S","","","","","","","","","","","","","","","","","","","","","",""
"PUBLIC AFFAIRS & PUBLIC POLI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
826
PUB AFFR","679","3.751","64.7","16.9","6.9","2.9","0.9","0.3","0.1","0.3","",".","6.8","",".","",".","",".",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","34","3.485","61.8","14.7","8.8","5.9","2.9","2.9","2.9",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","90","3.789","76.7","14.4","4.4","1.1","2.2","1.1",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","101","3.767","68.3","21.8","6.9","1.0","2.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","204","3.799","72.1","13.2","8.8","2.0","0.5",".",".",".","",".","3.4","",".","",".","",".",".",".","."
"Undergraduates","429","3.764","71.3","15.6","7.5","1.9","1.4","0.5","0.2",".","",".","1.6","",".","",".","",".",".",".","."
"Special","9","3.667","33.3","22.2","11.1",".",".",".",".","22.2","",".",".","",".","",".","",".",".","11.1","."
"Graduate","232","3.731","55.6","17.2","6.0","5.2",".",".",".",".","",".","15.9","",".","",".","",".",".",".","."
"Prof Yr 2","5","***","","","","","","","","","","","20.0","",".","",".","",".",".",".","."
"Prof Yr 4","4","***","","","","","","","","","","","25.0","",".","",".","",".",".",".","."
"Professionals","9","3.571","11.1","66.7",".",".",".",".",".",".","",".","22.2","",".","",".","",".",".",".","."
"Dept. Total","679","3.751","64.7","16.9","6.9","2.9","0.9","0.3","0.1","0.3","",".","6.8","",".","",".","",".",".","0.1","."
