"Neurosurg-Directed Study","Course Total","","22","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","921
002","","1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","921
005","","1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Inpatient Neuro ICU Elective","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678
NEURSURG","Dept. Total","","24","4.000","91.7","",".","",".","",".","",".","",".","",".","8.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678
NEURSURG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","6","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","13","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","22","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","24","4.000","91.7","",".","",".","",".","",".","",".","",".","8.3","",".",".","",".","",".","",".",".",".","."
