"PHM","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","Dept. Total","590","3.700","71.5","14.2","8.5","3.1","2.0","",".","0.3","0.2","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.923","92.3",".","7.7",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","31","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","45","3.978","97.8",".","2.2",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Special","","38","3.702","76.3","13.2","2.6",".",".","",".","5.3","2.6","",".",".","",".","",".",".",".",".","."
"Graduate","","104","3.813","74.0","16.3","7.7",".","1.0","",".",".",".","",".",".","",".","",".","1.0",".",".","."
"Prof Yr 1","","264","3.609","69.7","12.5","9.8","4.5","3.4","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","22","3.977","95.5","4.5",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","117","3.631","57.3","23.9","12.0","5.1","1.7","",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","403","3.639","67.5","15.4","9.9","4.5","2.7","",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","590","3.700","71.5","14.2","8.5","3.1","2.0","",".","0.3","0.2","",".",".","",".","",".","0.2",".",".","."
