"TERM : 1262","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2025-2026","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HUMAN DEVEL & FAMILY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
230
HDFS","1126","3.800","80.5","6.8","6.2","1.8","1.5","0.7","0.5","1.5","",".",".","",".","0.4","0.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","72","3.583","70.8","8.3","9.7","2.8","1.4","4.2","1.4",".","",".",".","",".",".","1.4",".",".","."
"Sophomore","169","3.710","72.2","13.0","8.9","3.0","1.2","1.2","0.6",".","",".",".","",".",".",".",".",".","."
"Junior","305","3.860","86.2","5.2","5.6","1.0","1.6",".","0.3",".","",".",".","",".",".",".",".",".","."
"Senior","521","3.810","83.5","6.1","5.6","1.9","1.7","0.6","0.6",".","",".",".","",".",".",".",".",".","."
"Undergraduates","1067","3.796","81.6","7.1","6.4","1.9","1.6","0.7","0.6",".","",".",".","",".",".","0.1",".",".","."
"Special","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","54","3.925","57.4","1.9","3.7",".",".",".",".","29.6","",".",".","",".","7.4",".",".",".","."
"Dept. Total","1126","3.800","80.5","6.8","6.2","1.8","1.5","0.7","0.5","1.5","",".",".","",".","0.4","0.1",".",".","."
