"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","169
001","268","3.813","80.2","9.3","4.1","1.9","0.7","0.7","0.7","2.2",".",".",".",".",".",".",".","."
"","169
002","99","3.814","78.8","6.1","9.1","4.0",".",".",".","2.0",".",".",".",".",".",".",".","."
"","169
003","25","3.900","88.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","169
004","28","3.714","82.1",".","14.3",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"Modern American Literature","Course Total","420","3.812","80.5","7.6","6.2","2.1","0.5","0.5","0.7","1.9",".",".",".",".",".",".",".","."
"Literatures of Native America","172
001","17","3.824","82.4","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic and Multicultural Lit","173
001","115","3.883","86.1","4.3","9.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Social Justice","174
001","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","175
001","73","3.678","68.5","16.4","6.8","4.1","2.7",".","1.4",".",".",".",".",".",".",".",".","."
"","175
002","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","175
003","28","3.911","89.3","3.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","175
004","19","3.368","52.6","26.3","5.3","5.3",".","5.3","5.3",".",".",".",".",".",".",".",".","."
"","175
005","28","3.589","57.1","17.9","14.3","7.1","3.6",".",".",".",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","Course Total","166","3.702","71.7","13.9","7.2","3.6","1.8","0.6","1.2",".",".",".",".",".",".",".",".","."
"","176
001","58","3.605","67.2","10.3","6.9","5.2","6.9","1.7",".",".",".",".",".",".",".",".","1.7","."
"","176
002","29","3.845","82.8","6.9","6.9","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Literature and Film","Course Total","87","3.686","72.4","9.2","6.9","4.6","4.6","1.1",".",".",".",".",".",".",".",".","1.1","."
"","177
001","248","3.692","75.0","11.7","6.5","1.6","2.0","0.8","2.4",".",".",".",".",".",".",".",".","."
"","177
002","185","3.595","63.8","16.2","7.6","5.4","5.4","0.5","1.1",".",".",".",".",".",".",".",".","."
"","177
003","25","3.660","44.0","52.0",".",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Literature and Popular Culture","Course Total","458","3.651","68.8","15.7","6.6","3.1","3.5","0.7","1.7",".",".",".",".",".",".",".",".","."
"Language and Ideology","179
001","28","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
002","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
003","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
004","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Literature for Honors","Course Total","64","3.992","98.4","1.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing Studio","200
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","18","3.750","83.3","5.6",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","201
002","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","19","3.684","78.9","10.5","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","201
008","19","3.763","57.9","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Intermediate Composition","Course Total","127","3.881","87.4","7.9","1.6",".","1.6",".","0.8",".",".",".",".",".","0.8",".",".","."
"Intro Rhetoric & Writing Stds","204
001","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
002","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
003","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
004","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
005","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 13, 2026","","","","","","","","","","","","","","","","","","Page 245 of 481",""
