"MED","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","Section
#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","Dept. Total
87","3.873","42.5","11.5","2.3","",".","",".","",".","",".","39.1","",".",".",".","4.6",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Special","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","79","3.849","40.5","11.4","2.5","",".","",".","",".","",".","40.5","",".",".",".","5.1",".",".",".","."
"Prof Yr 3","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
87","3.873","42.5","11.5","2.3","",".","",".","",".","",".","39.1","",".",".",".","4.6",".",".",".","."
