"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"KINESIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","",""
"","100
001","99","3.838","72.7","23.2","3.0","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","91","3.703","68.1","17.6","4.4","6.6","3.3",".",".",".",".",".",".",".",".",".",".","."
"Exercise,Nutrition,&Health","Course Total","190","3.774","70.5","20.5","3.7","3.7","1.6",".",".",".",".",".",".",".",".",".",".","."
"Thrive: Health on Campus","111
001","19","3.816","78.9","15.8",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Measuring Physical Act Beh","112
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bioethics and New Medical Tech","113
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Exercise as Medicine","114
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","116
001","24","3.646","41.7","45.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","116
002","22","3.429","13.6","54.5","27.3",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"First Aid & Basic Life Support","Course Total","46","3.544","28.3","50.0","19.6",".",".",".",".","2.2",".",".",".",".",".",".",".","."
"Introduction to Kinesiology","119
001","100","3.840","82.0","10.0","4.0","2.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Physical Educ","121
001","14","3.357","7.1","57.1","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Living well: Lifestyle balance","123
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
001","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","125
002","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","125
003","10","",".",".",".",".",".",".",".","90.0",".",".",".",".",".",".","10.0","."
"","125
004","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","125
005","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","125
006","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Adapted Fitness&Pers Traing","Course Total","58","",".",".",".",".",".",".",".","98.3",".",".",".",".",".",".","1.7","."
"Intro to Athletic Healthcare","127
001","95","3.742","63.2","24.2","10.5","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"Sci&Pract Resistance Training","140
001","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","150
001","93","3.790","73.1","17.2","5.4","3.2","1.1",".",".",".",".",".",".",".",".",".",".","."
"","150
002","79","3.816","72.2","19.0","8.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fndations:Hlth Behavior Equity","Course Total","172","3.802","72.7","18.0","7.0","1.7","0.6",".",".",".",".",".",".",".",".",".",".","."
"Intro Phys Act Diverse Ablts","225
001","51","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Anat Hum Mov","227
001","86","3.337","46.5","17.4","16.3","8.1","7.0","3.5","1.2",".",".",".",".",".",".",".",".","."
"","300
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","300
002","67","3.978","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Kinesiology","Course Total","68","3.978","95.6","4.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biomech of Phys Act","308
001","14","2.964",".","21.4","57.1","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"Physiology of Exercise","314
001","74","3.541","37.8","37.8","21.6",".","2.7",".",".",".",".",".",".",".",".",".",".","."
"Biomechanics of Human Movement","318
001","80","3.304","31.3","25.0","28.8","5.0","7.5",".","1.3",".",".",".",".",".","1.3",".",".","."
"","325
001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","23","3.913","91.3",".","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Group Develop & Behav Manage","Course Total","46","3.957","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research in Kinesiology","330
001","49","3.969","95.9","2.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350
001","49","3.939","93.9","2.0","2.0","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"","350
002","49","3.990","98.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Exercise Psychology","Course Total","98","3.964","95.9","2.0","1.0","1.0",".",".",".",".",".",".",".",".",".",".",".","."
